AcX 1,AcY 1,AcZ 1,GyX 1,GyY 1,GyZ 1,AcX 2,AcY 2,AcZ 2,GyX 2,GyY 2,GyZ 2,AcX 3,AcY 3,AcZ 3,GyX 3,GyY 3,GyZ 3,voltage,current,power,energy
5440,3872,-6472,-2029,-3966,5372,7082,-3564,-5696,-2097,-931,-6711,-1068,-1038,8738,214,-313,365,5.06,1124,5692,193.2
4618,3060,-6874,-1108,-2092,5123,6392,-2934,-6790,-3329,349,-6279,-780,-1240,8464,162,-137,408,5.08,958,4869,193.3
3690,2130,-7228,-155,-2381,5847,6404,-2986,-7110,-3293,330,-6674,-686,-1162,7844,95,-16,471,5.07,1124,5703,193.4
4160,2706,-6916,96,-2050,6292,5884,-1844,-7098,-2627,264,-5689,-1194,-1212,7436,26,149,490,5.07,1085,5505,193.5
4260,-856,-8612,948,-75,5222,5098,600,-6840,-1939,2010,-3027,-1392,-296,7028,-71,364,532,5.08,948,4820,193.6
4664,-2036,-9684,1714,611,4344,4872,1794,-7658,-2527,3155,-2057,-1004,-228,7306,-98,460,548,5.07,1124,5703,193.7
4518,-2238,-9178,2737,988,3484,5236,2588,-8296,-3092,3841,-1648,-430,-338,7336,-101,317,555,5.07,1080,5480,193.8
3720,-1158,-7158,4394,2562,2000,5556,4314,-8036,-3796,4126,-436,12,-838,7146,-131,285,405,5.08,973,4944,193.9
3696,-690,-7172,3994,1843,598,5174,4312,-7508,-4757,4348,320,-228,-946,6808,-148,276,404,5.07,1109,5629,193.9
4962,-2782,-7344,4164,2246,-1838,5026,3706,-6416,-6354,4878,1308,-442,-1096,6260,-209,255,398,5.08,978,4969,194.1
4760,-2858,-7486,4830,3289,-3127,4872,3520,-5510,-6910,4639,2256,-302,-1260,6284,-245,286,315,5.07,1095,5554,194.1
4012,-2238,-6982,5616,3901,-4376,4638,3016,-5198,-7326,4661,3427,-24,-1376,6408,-252,360,134,5.07,1095,5554,194.2
3020,298,-5588,6301,4397,-6203,4006,1178,-4608,-7751,4840,4931,-290,-1510,6534,-169,571,-173,5.08,968,4919,194.3
2868,1768,-5932,6234,4729,-7332,3850,-360,-4322,-7907,4773,5794,-466,-1536,6682,-103,652,-323,5.08,1065,5416,194.4
2372,2456,-6090,6209,4762,-7982,2768,-1414,-3232,-7489,4334,7102,-648,-1544,6476,-69,774,-481,5.06,1276,6459,194.5
1878,3930,-5744,5772,4836,-9048,2204,-1978,-2106,-7511,4242,8338,-954,-1096,6326,-84,967,-696,5.08,963,4894,194.6
1496,5204,-4916,5283,5344,-9643,446,-1842,-2564,-8246,4628,8819,-1010,-886,6208,-112,1040,-759,5.07,1080,5480,194.7
396,6904,-2698,4303,5929,-9782,308,-3406,-2756,-8863,4767,8705,-1038,-1058,6110,-133,1180,-808,5.07,1105,5604,194.8
-334,11172,1386,3157,6002,-8456,-1676,-11644,-1398,-7994,4201,6728,-1178,-1134,6562,-114,1496,-921,5.08,953,4845,194.9
566,12592,900,2481,5175,-7191,-1460,-16800,-920,-6409,3939,5054,-418,-1254,6896,-137,1548,-975,5.08,1090,5540,195
1458,13000,1426,1855,4702,-6207,-966,-17018,-744,-2923,1536,4661,810,-982,8500,-177,1376,-1052,5.06,1119,5667,195.1
26,17686,3656,1916,2659,-3806,2710,-17992,-3858,-1589,17,3381,-636,1338,12384,-82,682,-650,5.08,963,4894,195.2
196,22644,4518,841,601,-1904,3174,-20838,-4402,-824,-942,1080,-1090,2620,12156,26,272,-353,5.07,1090,5530,195.3
690,24654,4856,-967,-1019,-474,3556,-22934,-4062,1254,-1756,-236,-888,2378,8992,-21,-277,330,5.07,1085,5505,195.3
-3380,18708,4620,-1708,-2409,2879,3454,-21458,-3816,3527,-4113,-470,-1996,790,7620,-217,-951,977,5.08,963,4894,195.4
2218,16762,4912,-1900,-3137,3409,3146,-16732,-2408,3070,-6403,-4144,-1376,-1594,4730,-297,-639,1118,5.06,1119,5667,195.5
3098,16356,4388,-2144,-1783,3750,2510,-13408,-3978,2478,-6499,-5822,-1302,-1926,7110,-352,-690,1402,5.07,1095,5554,195.6
1066,13426,2170,-3402,-3312,5768,4534,-13308,-5338,4305,-1318,-7238,-1778,-1352,7376,-262,-576,1100,5.08,953,4845,195.7
4496,12108,244,-4770,-7383,6375,4258,-11016,-5540,5581,-117,-7482,-1716,-1306,7594,-231,-269,1133,5.07,1090,5530,195.8
4658,8174,-134,-4258,-4354,8130,3254,-9034,-5310,6472,95,-7513,-1754,-1092,8142,-215,-560,1184,5.07,1119,5678,195.9
4082,4538,-3618,-4513,-8136,7747,2934,-6212,-5488,8556,-3960,-5140,-1638,-1530,7774,-197,-132,685,5.08,958,4869,196
4696,2138,-4558,-2978,-7738,8214,5524,-2780,-5398,8898,-1104,-5945,-1310,-1480,8124,-171,56,389,5.07,1100,5579,196.1
3024,2400,-5810,-2710,-7240,8179,4016,-324,-5472,8095,-1340,-7416,-1376,-1374,8244,-132,124,246,5.06,1139,5766,196.2
3432,2186,-7736,-3710,-3483,7139,5618,332,-5514,8391,-1126,-4402,-1098,-1060,8304,-15,297,10,5.08,973,4944,196.3
3280,1184,-8660,-4649,-3840,6863,6084,3028,-6086,7890,-860,-2601,-708,-818,8074,9,301,-15,5.07,1105,5604,196.4
4248,-926,-9106,-4689,-2980,6792,7190,5118,-5964,7059,-1564,-1956,-580,-822,7754,-37,204,-22,5.07,1085,5505,196.4
3962,-3188,-8388,-4049,-1741,5656,6538,6164,-6598,4136,-1091,-558,-668,-748,6568,-180,61,99,5.08,963,4894,196.6
4420,-4562,-8136,-2811,-867,4650,7192,5996,-6250,2557,-3712,-1502,-1040,-932,5994,-235,111,253,5.07,1085,5505,196.6
5112,-5268,-7980,-827,-264,4191,8402,5832,-6244,1120,-1292,-2231,-1120,-1244,6120,-281,134,253,5.07,1114,5654,196.7
5818,-5618,-9164,1877,367,1793,8302,4824,-5930,82,1426,884,-468,-1790,6636,-304,174,66,5.08,982,4994,196.8
6918,-5338,-8386,3001,1410,313,8314,4588,-5756,-612,507,1959,-384,-1992,6504,-304,154,-150,5.07,1105,5604,196.9
5762,-2620,-6668,3949,2635,-1529,6464,4194,-5136,-3067,663,3598,-476,-1742,6124,-229,203,-437,5.08,982,4994,197
5302,-1790,-6182,3388,3042,-3132,7720,3250,-4916,-4691,2548,2530,-862,-1786,5968,-166,273,-593,5.08,1080,5491,197.1
5264,-2720,-6512,3284,3238,-4303,6546,1806,-5038,-5628,3842,3607,-1180,-1586,5826,-98,359,-727,5.06,1144,5791,197.2
4822,-2038,-6114,3692,4372,-5841,5704,1172,-4380,-6787,5237,4199,-1298,-1430,5890,16,609,-1004,5.08,963,4894,197.3
4378,-696,-5558,4071,5021,-6330,4536,704,-4136,-7691,5296,4684,-1396,-1088,5960,86,707,-1123,5.07,1100,5579,197.4
3368,1356,-4996,3757,5566,-7230,3444,-622,-3700,-8078,4547,5861,-1572,-692,6150,161,772,-1138,5.07,1075,5455,197.5
2070,2096,-3656,3284,6393,-7946,2140,-2984,-3824,-8446,4459,6658,452,-210,8008,324,846,-1266,5.08,963,4894,197.6
2106,2626,-2696,3042,6429,-8443,2374,-4314,-2840,-8283,4054,6544,-120,668,11704,531,801,-1265,5.07,1075,5455,197.6
2148,4880,-1170,2820,6344,-8867,1324,-7512,-2538,-7527,3575,7918,-1242,826,11930,640,768,-1312,5.07,1105,5604,197.7
24,9934,2692,1988,6257,-9002,476,-10210,-1584,-6378,1561,6301,-1572,1288,8586,488,242,-77,5.08,953,4845,197.8
-256,13520,5160,427,5500,-8334,-368,-12374,-2218,-5636,936,4513,-1376,754,7662,376,65,346,5.08,1100,5590,197.9
892,15366,7742,-2250,5192,-6977,1794,-18514,-1716,-4032,1949,-784,-754,422,6294,109,-157,793,5.08,948,4820,198
-180,14970,8478,-2073,4427,-5459,174,-19748,-918,-1933,2230,-346,-860,-458,4458,-32,-164,791,5.07,1075,5455,198.1
-1044,17386,8466,-1151,1903,-3050,1846,-22024,-784,609,330,205,-1318,-456,4824,-104,-174,866,5.07,1085,5505,198.2
1416,19210,10070,207,-3428,569,4322,-17708,-3368,1071,-2805,-4494,-2002,-1212,7440,-160,-392,1033,5.08,968,4919,198.3
4494,17626,8586,757,-6837,4029,13370,-22514,-4838,2605,3633,993,-2162,-1558,8848,-191,-371,937,5.07,1105,5604,198.4
4340,18194,7038,-127,-6618,4386,-6276,-12892,-1380,412,-24770,-12213,-1972,-1884,9806,-193,-399,964,5.06,1109,5618,198.5
4806,13444,3778,-2951,-5398,4033,5024,-12912,-5168,4610,-157,-3766,-1876,-1426,8844,-215,-329,710,5.08,958,4869,198.6
4854,11270,2528,-3428,-5949,4812,6414,-9766,-4824,4688,1052,-6241,-2864,-2162,8444,-197,-121,593,5.07,1119,5678,198.7
5718,10582,364,-4408,-5148,3455,6248,-9250,-4646,5380,-1525,-8200,-3998,-672,8228,32,42,-212,5.07,1109,5629,198.7
4304,6452,-2064,-2865,-6673,6246,5802,-5750,-4820,8410,2363,-4966,-1222,94,9828,168,246,273,5.08,958,4869,198.9
5944,7374,-3260,-2821,-4621,6544,6482,-3524,-5174,9530,3524,-3822,-1774,-38,7860,276,246,365,5.08,1090,5540,198.9
4984,6180,-3924,-3892,-4176,6301,6616,-1434,-4458,8784,2688,-2866,-2120,-132,7300,299,495,367,5.07,1129,5728,199
4490,2242,-4870,-4184,-3358,5864,6832,164,-4352,7902,-1423,-2422,-1076,-1258,6860,119,187,491,5.08,968,4919,199.1
4486,166,-5518,-3910,-2797,4636,6318,2620,-4570,6756,-1726,-2169,-780,-1800,7032,-54,21,498,5.08,1070,5441,199.2
4946,-3022,-6850,-2257,-2237,4419,6052,3934,-5136,5906,-2900,-2538,-680,-1848,6080,-235,33,573,5.08,1080,5491,199.3
5968,-4100,-7822,491,-940,3643,7366,4708,-5418,3995,-1478,-1421,-406,-1626,5924,-416,-38,453,5.08,948,4820,199.4
5458,-2972,-7620,1430,-156,3179,7462,6568,-5918,2528,-594,-1549,-440,-1444,5904,-436,-79,334,5.07,1100,5579,199.5
5392,-2460,-6898,1387,290,2169,6904,6578,-5544,1168,-243,-1219,-894,-1152,5754,-404,-23,227,5.07,1085,5505,199.5
5400,-2118,-6096,1255,1286,459,7368,5388,-4906,-1338,697,631,-1310,-774,6034,-221,83,16,5.08,958,4869,199.7
5324,-1742,-5748,906,1977,-872,7078,4160,-4660,-2503,828,1749,-1134,-1160,6586,-119,158,-122,5.06,1119,5667,199.7
5106,-2184,-5304,1479,2874,-2627,6856,2104,-4676,-4513,123,3695,-808,-1162,7282,62,226,-386,5.08,968,4919,199.9
5222,-2078,-4868,2336,3268,-3389,7350,1086,-4400,-5313,1382,2933,-1070,-1374,7204,93,254,-526,5.08,1070,5441,199.9
4804,-1420,-4350,3431,3656,-3994,6132,-20,-4382,-5955,2524,3753,-1250,-1224,7280,84,235,-554,5.07,1095,5554,200
4490,590,-3490,4715,3762,-5063,5606,-522,-4206,-6866,3110,4499,-1396,-1330,7096,29,225,-592,5.07,1124,5703,200.1
4272,1814,-2960,4900,3946,-5732,4740,-1384,-4298,-7444,3048,5463,-1570,-1346,6870,-3,218,-645,5.08,1080,5491,200.2
3814,2344,-2666,4909,3982,-6591,4626,-2160,-4482,-8021,3304,5450,-1684,-1278,6890,-34,248,-710,5.07,1105,5604,200.3
3008,4678,-1440,4885,4290,-7335,2254,-4228,-3694,-8007,2625,6788,-1356,-766,7490,-7,299,-743,5.08,963,4894,200.4
3334,6996,1018,4466,4194,-7023,1018,-6634,-2184,-7227,1806,7561,-462,-442,8204,40,360,-976,5.07,1105,5604,200.5
2096,10680,3032,3428,3125,-6434,906,-10072,-570,-6007,1038,4872,-640,358,9700,146,101,-960,5.08,997,5068,200.6
2064,11706,4706,3097,2235,-5857,1290,-13822,-1016,-5947,1199,3210,-1106,952,9104,109,-94,-682,5.08,1085,5515,200.7
2084,14272,5214,3137,1386,-4675,2994,-16336,-1652,-4004,258,1237,-868,1076,8158,5,-303,153,5.07,1109,5629,200.8
2366,21468,4952,1182,-763,-2178,4460,-18612,-2754,-1011,-214,1074,-1398,28,6706,-269,-555,701,5.08,968,4919,200.9
2110,23260,7226,-395,-241,-749,3884,-20382,-2366,-35,-2389,-1252,-1172,-222,6720,-353,-719,1018,5.08,1085,5515,201
1330,21162,6182,-1659,-2487,20,4690,-17078,-3884,304,-2156,-2992,-580,-792,7618,-386,-887,1120,5.07,1105,5604,201
4248,16324,5940,-1979,-3562,2244,-8140,-11862,872,-1650,-22733,-13151,-1484,-1376,8468,-219,-1118,1005,5.08,963,4894,201.2
4158,14694,4496,-2026,-4371,3514,8992,-17212,-5922,3382,-5605,-400,-1534,-1980,8244,-165,-973,579,5.07,1095,5554,201.2
3800,12568,2858,-2130,-4808,5310,5964,-11280,-4512,4513,1013,-3012,-1892,-1550,8224,-86,-1026,556,5.07,1114,5654,201.3
5000,9456,-72,-3184,-6683,5718,5832,-8962,-4486,4147,4614,-7175,-2926,-1838,7318,-86,-367,262,5.08,953,4845,201.4
5562,8530,-892,-3617,-6370,5872,4578,-10230,-4454,6206,4691,-4040,-1414,-3074,7016,-175,-151,6,5.08,1065,5416,201.5
5118,6732,-2028,-3820,-5015,5931,4188,-7774,-4908,7833,713,-1521,-1340,-898,6966,-151,-186,-268,5.06,1109,5618,201.6
3462,4152,-3628,-3344,-4283,5912,5770,-2004,-4050,7352,-3724,-2805,-1852,76,7208,32,50,-305,5.08,963,4894,201.7
3706,3000,-4408,-3227,-4540,5566,6198,-326,-3230,6517,-2410,-3560,-1468,226,7718,149,163,-286,5.07,1075,5455,201.8
3924,1712,-5392,-2838,-4452,5380,6498,1040,-3630,5471,-898,-3678,-1368,-28,7650,199,114,-46,5.07,1085,5505,201.9
4284,1206,-5976,-2626,-2354,4386,6246,1392,-3984,3736,-1925,-3039,-832,-648,7234,136,38,152,5.08,953,4845,202
4036,380,-6162,-2447,-2271,4018,6758,2036,-4486,2938,-2076,-2578,-972,-858,6728,54,5,318,5.08,1080,5491,202.1
3984,64,-5494,-2176,-2138,3717,7378,2026,-4510,2668,-1781,-1757,-1110,-1008,6728,-36,-9,463,5.06,1124,5692,202.1
4958,-1516,-6548,-1479,-172,2318,6834,3402,-4712,2107,-835,222,-952,-1258,6480,-147,29,417,5.08,968,4919,202.2
5160,-3052,-6748,-918,108,1485,6908,5132,-4830,943,-1234,-154,-932,-1400,6192,-181,51,318,5.07,1100,5579,202.3
5574,-3684,-6726,733,466,113,7686,4788,-5386,-1451,582,773,-1040,-1686,5900,-196,178,61,5.08,973,4944,202.4
5888,-3102,-6164,1616,634,-590,7572,3508,-5300,-2587,1332,1782,-1094,-1860,6028,-201,322,-104,5.06,1124,5692,202.5
6134,-2486,-5756,2386,1120,-1406,7130,2404,-4994,-3653,1027,3566,-1084,-1592,6556,-180,420,-307,5.07,1100,5579,202.6
6408,-1516,-5944,3148,1881,-3005,7454,1458,-5472,-5748,1449,3519,-1010,-1402,6820,-75,525,-596,5.06,1173,5940,202.7
6186,-408,-5764,3377,2582,-3849,6538,-164,-5518,-6373,2493,4002,-1146,-1390,6802,-11,579,-748,5.07,1178,5976,202.8
5846,848,-5210,3263,3192,-4712,6020,-1202,-5282,-6596,3017,4544,-1252,-1474,6630,27,634,-889,5.07,1109,5629,202.9
4968,1670,-4302,3306,4177,-6163,4752,-2604,-4828,-6697,3054,4810,-1628,-1386,6486,25,699,-1012,5.08,973,4944,203
4276,2078,-3934,3687,4513,-6598,4108,-3378,-4256,-6453,2833,5699,-1460,-1184,6816,31,725,-976,5.07,1100,5579,203.1
3480,2842,-3394,4171,4655,-6937,3826,-3556,-3968,-5927,3046,6398,-618,-488,8636,113,812,-1010,5.07,1139,5778,203.2
3478,5352,-1726,4758,4438,-7362,2734,-5998,-3240,-5774,3383,6408,-924,774,11708,331,570,-1083,5.07,997,5058,203.3
2822,7128,-1424,4901,4371,-7642,2740,-9016,-2652,-5524,4027,5745,-1448,1398,10104,311,293,-683,5.07,1070,5430,203.4
1344,10510,854,4412,3991,-7335,1636,-12008,-3298,-4852,2154,3776,-842,950,9122,260,-109,50,5.07,1124,5703,203.5
1076,15666,4464,1676,3480,-6234,-230,-14226,-2286,-2921,383,3688,-964,504,7130,223,-34,316,5.08,953,4845,203.6
1418,15476,4138,653,3148,-5341,6210,-13948,-2492,-2072,1928,1298,-178,-238,6078,95,-276,452,5.07,1085,5505,203.6
1082,19542,5254,-764,110,-2204,618,-15916,-4458,-2297,-4812,-1090,-1068,-1012,4476,-186,-601,799,5.08,997,5068,203.8
-776,17258,6636,-402,-2200,1818,3006,-20118,-3770,1100,-6761,-239,-1230,-1046,5244,-300,-689,1084,5.07,1124,5703,203.8
2770,19698,5400,-1902,-2666,1090,5446,-16676,-3562,3016,-1295,492,-1484,-1118,6260,-325,-576,1143,5.07,1085,5505,203.9
2498,14898,4088,-1780,-4632,2801,2836,-14816,-4334,3372,3925,-3860,-910,-1904,8856,-273,-575,943,5.08,943,4795,204
3430,13346,3102,-1010,-4994,5237,2428,-15832,-3054,3837,5686,-3501,-962,-1238,9368,-198,-831,745,5.07,1129,5728,204.1
3090,13908,1552,-1742,-5979,5194,1532,-15288,-4304,4448,800,-2497,-1482,-1378,8788,-132,-803,542,5.07,1105,5604,204.2
3750,10166,-172,-1927,-5748,6773,2580,-9938,-3162,4966,-5123,-4919,-2384,-1914,7780,-119,-420,465,5.08,963,4894,204.3
3974,8818,-1988,-2600,-6093,6775,3892,-7472,-2432,4348,-4270,-7261,-2212,-1276,7842,-95,-63,176,5.07,1095,5554,204.4
3940,7130,-3036,-3070,-5279,6727,5146,-6942,-3044,4307,-5012,-7336,-1842,-574,7760,3,120,-13,5.06,1124,5692,204.5
3060,4330,-4778,-3370,-5377,6591,5720,-3514,-3748,4899,-2788,-6052,-1608,-80,7802,193,273,-75,5.08,968,4919,204.6
3260,3022,-4954,-3344,-5052,6160,5886,-1868,-4250,4646,-2513,-5831,-1586,-162,7572,217,238,59,5.08,1070,5441,204.7
3038,1966,-5292,-2939,-4502,5557,6028,-728,-4572,4642,-3068,-5440,-1484,-404,7190,183,181,236,5.07,1105,5604,204.8
4132,-24,-6762,-2278,-3324,4746,6372,1654,-5054,5005,-3749,-3087,-1132,-1128,6944,8,88,560,5.08,968,4919,204.9
5044,-858,-7712,-2332,-2604,3999,6818,3764,-6078,4482,-903,-1825,-670,-1550,6872,-108,23,651,5.08,1085,5515,205
5422,-1940,-8312,-2150,-1857,3223,7166,6216,-6608,3158,-312,-2137,-162,-1848,6660,-169,-27,528,5.07,1085,5505,205
5330,-2876,-7854,-1327,-617,1952,8064,7114,-6558,487,498,-612,-486,-1784,6036,-193,-45,195,5.08,958,4869,205.1
5370,-2834,-7558,-821,-128,932,7946,6496,-7114,-1356,-106,-204,-868,-1616,5944,-200,7,62,5.07,1090,5530,205.2
5588,-3718,-8000,79,105,281,8068,5132,-6336,-2838,383,417,-1158,-1574,6022,-197,79,-5,5.06,1149,5816,205.3
5734,-3634,-8636,2214,1248,-1063,7580,2580,-5218,-5101,1085,1210,-1158,-1746,6476,-157,191,-288,5.08,963,4894,205.4
5526,-2480,-7712,3300,1735,-1773,6612,804,-4956,-5425,1471,2058,-1122,-1808,6706,-104,292,-561,5.06,1114,5643,205.5
4902,370,-6514,3554,2601,-3542,6318,182,-4626,-5492,2720,3397,-1254,-1322,6898,11,402,-829,5.08,963,4894,205.6
4684,524,-6254,3383,3229,-4502,5856,-722,-4080,-5177,2638,4389,-1294,-1044,6926,38,442,-783,5.08,1085,5515,205.7
4330,754,-6028,3550,3825,-5313,6556,-1418,-3730,-4898,2750,4599,-504,-856,7580,35,498,-765,5.07,1085,5505,205.8
4238,1656,-5528,4266,4145,-6520,6106,-3224,-4206,-4866,3089,6056,-998,-112,10430,87,468,-777,5.08,968,4919,205.9
3836,2366,-5436,4760,4250,-7215,5910,-3162,-4404,-4741,3197,6007,-1072,616,10208,77,170,-722,5.07,1105,5604,206
2858,3562,-4896,4974,4540,-7770,3450,-4760,-4264,-4661,2543,7457,-870,824,8552,76,-46,-222,5.07,1075,5455,206
1658,6662,-2318,4348,5323,-8336,1780,-6194,-2478,-4580,2890,5824,-1722,318,6622,117,-41,97,5.08,963,4894,206.1
1112,8942,-824,3540,5535,-8268,-1342,-9378,-1532,-4798,2782,5254,-1334,-478,6246,78,78,162,5.08,1100,5590,206.2
464,12650,2788,1677,5242,-7598,2410,-12714,-1500,-2993,4366,1815,-578,-878,5850,-84,-76,254,5.08,963,4894,206.3
490,14928,4246,455,3639,-6009,1218,-13200,-3024,-3241,323,-639,-398,-838,5484,-149,-269,473,5.08,1085,5515,206.4
810,18386,4352,-1135,1993,-4405,2156,-16794,-3778,-2727,-3017,-341,-542,-844,5594,-165,-230,594,5.07,1085,5505,206.5
888,19408,4666,-2345,-235,-1310,2322,-18170,-4608,-1962,-9096,-6408,-808,-1086,7962,-195,-598,736,5.08,953,4845,206.6
532,18788,5020,-2054,-2344,901,7584,-20444,-5372,2640,-3323,145,-1278,-1060,8836,-228,-772,733,5.07,1109,5629,206.7
2254,17672,4644,-1608,-3689,2181,5054,-15506,-4876,3532,-756,-2281,-1212,-1662,9318,-262,-982,781,5.06,1119,5667,206.8
3308,16102,3152,-1578,-3867,3637,4452,-12596,-4078,3840,3705,-4030,-2156,-2314,8070,-376,-737,740,5.07,973,4934,206.9
4774,14444,2142,-1849,-3235,4398,4996,-11816,-3750,3849,2301,-3977,-2838,-2728,8080,-431,-372,643,5.08,1100,5590,207
4048,11728,342,-1780,-4240,6173,4706,-10620,-4230,4452,-941,-4470,-2486,-752,7774,-350,-297,256,5.07,1090,5530,207
4732,8444,-2104,-1999,-4959,6793,5138,-6926,-4028,5397,-3574,-4341,-1942,-300,7570,3,120,217,5.08,973,4944,207.2
4306,7250,-3570,-1950,-5521,7072,6332,-4270,-4520,6124,-3958,-3716,-1928,-512,7756,132,272,133,5.08,1085,5515,207.2
5122,5894,-4126,-2266,-5811,7025,8050,-1432,-4796,6146,-1974,-3974,-1998,-682,7398,187,312,115,5.07,1109,5629,207.3
4516,2202,-5494,-1920,-3592,6893,6720,1596,-4734,4900,471,-4079,-1210,-1382,6672,59,310,544,5.08,968,4919,207.4
4732,256,-5708,-1572,-2752,6198,6006,1918,-4558,4566,-284,-2941,-776,-1760,6640,-89,288,636,5.08,1085,5515,207.5
4716,-1786,-6572,-760,-1873,5494,6824,3536,-4392,4491,-455,-1193,-508,-2110,6478,-248,164,667,5.07,1095,5554,207.6
5266,-3250,-7826,267,-396,4327,7312,6726,-4912,3053,-333,-469,-550,-1920,6246,-373,121,545,5.08,973,4944,207.7
5012,-3594,-7884,420,-228,3516,7940,8142,-5120,1181,207,-703,-656,-1736,6168,-358,184,419,5.07,1100,5579,207.8
4836,-3864,-7876,293,1254,1673,8114,6416,-4244,-1358,1062,540,-966,-1504,6250,-262,314,103,5.08,953,4845,207.9
4324,-3910,-7436,167,1907,441,7062,4062,-3886,-2381,1067,2457,-1174,-1366,6344,-189,410,-82,5.08,1085,5515,208
4162,-3424,-6698,-248,2763,-997,5496,2712,-3718,-3267,985,3011,-1328,-1280,6700,-85,482,-278,5.07,1080,5480,208.1
3630,-2964,-5430,-437,3592,-3385,5688,560,-3514,-4025,1210,4546,-1372,-1566,6894,63,665,-646,5.08,973,4944,208.2
3584,-2516,-4588,-183,3762,-4461,5908,84,-3376,-4426,1881,4543,-1300,-1646,6740,115,742,-801,5.08,1070,5441,208.2
3510,-1874,-4050,406,4056,-5234,5194,-1994,-4004,-4805,2713,5321,-1472,-1734,6636,140,800,-924,5.07,1090,5530,208.3
3166,-322,-3692,1521,4587,-6477,3772,-5472,-3428,-4504,2750,5188,-1558,-1678,6692,162,887,-1070,5.08,1026,5217,208.4
2898,808,-3640,2015,4468,-7361,3796,-6914,-1974,-3722,2418,5105,-752,-1382,7566,212,969,-1193,5.06,1105,5593,208.5
2932,2246,-3324,2665,4325,-7881,3488,-5776,-648,-2999,1918,6052,-822,-632,10082,365,1109,-1302,5.06,1124,5692,208.6
2326,7510,812,2667,3489,-8020,3944,-5374,-238,-3975,1577,6102,-1258,670,10914,440,610,-1244,5.08,958,4869,208.7
1426,9538,3784,2462,2624,-7736,3050,-9286,-1958,-5738,2072,4747,-1426,1404,8986,345,270,-663,5.07,1095,5554,208.8
1128,12224,4886,2229,1868,-7119,2378,-14288,-4488,-5834,1518,3493,-1772,586,7570,267,311,-328,5.07,1046,5306,208.9
170,17758,5064,455,926,-5471,3140,-13366,-3642,-4862,5029,-1773,132,-594,7274,9,27,32,5.08,978,4969,209
-154,19396,5760,49,247,-4139,1244,-16780,-5018,-2104,468,-394,254,-870,6430,-164,-544,189,5.07,1105,5604,209.1
1906,21138,7446,-18,-3565,-273,3776,-18034,-4818,-246,-6715,-2732,-1600,-1042,5272,-260,-750,869,5.08,953,4845,209.2
2084,20470,6688,432,-3721,2179,4676,-17964,-4506,1379,-2813,-2965,-1758,-1188,5330,-243,-657,1153,5.07,1124,5703,209.3
2964,19776,4950,-494,-3715,2825,1690,-15720,-3068,1405,-8918,-7223,-1278,-1512,7362,-193,-806,1158,5.07,1105,5604,209.3
3026,14638,1802,-1678,-6299,5198,3082,-11860,-4830,5061,3294,-4073,-1042,-1554,8564,-55,-771,657,5.08,953,4845,209.5
4178,12754,588,-2060,-6745,6331,3902,-9950,-3972,5566,4078,-4468,-1550,-1452,8814,27,-687,355,5.07,1158,5877,209.5
3610,10884,-1046,-2584,-6406,6362,2698,-8332,-4670,5080,-990,-6434,-1948,-1560,8592,88,-555,220,5.07,1100,5579,209.6
4136,6542,-3138,-1796,-5504,7105,5054,-5202,-5262,5704,-2158,-6485,-2144,-724,8560,217,-259,48,5.08,948,4820,209.7
3922,5576,-4802,-1630,-4849,7462,5762,-3478,-5368,6248,-683,-4953,-2462,-436,8792,328,-40,-80,5.07,1105,5604,209.8
4124,4536,-6154,-1509,-4705,7354,6808,-1250,-5476,6426,-1622,-4790,-2572,-218,8466,383,132,-38,5.07,1090,5530,209.9
4740,1506,-7896,-1497,-3236,6725,7196,1690,-4906,5519,-1777,-3880,-2092,-318,7598,377,146,272,5.08,978,4969,210
4486,860,-7882,-1455,-2227,6221,7498,2206,-5188,4860,-2330,-3715,-1794,-714,7222,301,136,471,5.08,1075,5466,210.1
4312,118,-7638,-1497,-2037,5608,7804,2512,-4740,4771,-919,-2463,-1532,-1074,6784,163,107,615,5.07,1085,5505,210.2
4752,-3348,-8274,-881,-1991,4278,8248,4276,-5304,4199,-840,1414,-1170,-1366,6352,-53,60,775,5.08,978,4969,210.3
5256,-5086,-8468,84,-1088,3503,7966,7582,-5220,2218,-1655,-975,-1080,-1444,6222,-141,14,783,5.07,1100,5579,210.4
5486,-6024,-8694,1379,241,2463,8476,8144,-5332,-303,369,-1705,-960,-1540,5900,-187,-19,727,5.07,1080,5480,210.4
4662,-4186,-7636,2764,1368,470,7460,5638,-5046,-2441,2829,1631,-788,-1616,6418,-165,146,445,5.08,968,4919,210.6
4640,-3198,-6976,2928,1521,-734,7486,4030,-4338,-3077,2062,3062,-844,-1518,6670,-119,181,229,5.07,1090,5530,210.6
4432,-2078,-6720,2418,2460,-3298,6582,1614,-3888,-3908,180,5342,-1160,-1518,6798,14,225,-109,5.08,958,4869,210.7
4094,-2126,-6602,2400,2986,-4508,6538,672,-4104,-4450,90,5439,-1258,-1796,6620,60,307,-293,5.08,1075,5466,210.8
3870,-1246,-6054,2597,3570,-5437,4740,-692,-3994,-4901,2039,5831,-1342,-1594,6752,95,378,-560,5.07,1090,5530,210.9
3176,642,-5628,2592,4241,-7185,4700,-2300,-3760,-5323,3582,6122,-1602,-1342,6708,130,455,-798,5.08,963,4894,211
